timestamp,symbol,headline,sentiment,source
2026-06-04T06:56:22.544689,GOOGL,GOOGL expands strategic partnership,0.7091,mock
2026-06-04T06:56:40.392369,MSFT,MSFT announces strong guidance,0.9457,mock
2026-06-04T06:56:42.536418,GOOGL,GOOGL beats earnings estimates,0.0719,mock
2026-06-04T06:57:00.407656,MSFT,MSFT reports supply chain issues,-0.2332,mock
2026-06-04T06:57:02.552893,AAPL,AAPL announces strong guidance,0.6962,mock
2026-06-04T06:57:20.431686,GOOGL,GOOGL beats earnings estimates,0.4125,mock
2026-06-04T06:57:22.544008,GOOGL,GOOGL launches high-demand product,0.427,mock
2026-06-04T06:57:40.450094,AAPL,AAPL beats earnings estimates,0.5557,mock
2026-06-04T06:57:42.547398,GOOGL,GOOGL expands strategic partnership,0.1938,mock
2026-06-04T06:58:00.448500,AAPL,AAPL expands strategic partnership,0.4689,mock
2026-06-04T06:58:02.560355,AAPL,AAPL misses revenue forecast,-0.3506,mock
2026-06-04T06:58:20.464799,AAPL,AAPL misses revenue forecast,-0.9208,mock
2026-06-04T06:58:22.568551,GOOGL,GOOGL reports supply chain issues,-0.3797,mock
2026-06-04T06:58:40.476731,AAPL,AAPL faces regulatory pressure,-0.1001,mock
2026-06-04T06:58:42.571993,AAPL,AAPL beats earnings estimates,0.3185,mock
2026-06-04T06:59:00.501124,AAPL,AAPL reports supply chain issues,-0.6629,mock
2026-06-04T06:59:02.592256,MSFT,MSFT faces regulatory pressure,-0.9466,mock
2026-06-04T06:59:20.522552,AAPL,AAPL faces regulatory pressure,-0.2513,mock
2026-06-04T06:59:22.596419,MSFT,MSFT cuts forward guidance,-0.2344,mock
2026-06-04T06:59:40.538290,GOOGL,GOOGL beats earnings estimates,0.4763,mock
2026-06-04T06:59:42.595657,AAPL,AAPL expands strategic partnership,0.3006,mock
2026-06-04T07:00:00.555167,GOOGL,GOOGL misses revenue forecast,-0.4626,mock
2026-06-04T07:00:02.596431,GOOGL,GOOGL faces regulatory pressure,-0.2407,mock
2026-06-04T07:00:20.573022,MSFT,MSFT reports supply chain issues,-0.8066,mock
2026-06-04T07:00:22.608353,AAPL,AAPL announces strong guidance,0.9169,mock
2026-06-04T07:00:40.572744,GOOGL,GOOGL expands strategic partnership,0.7671,mock
2026-06-04T07:00:42.616908,MSFT,MSFT beats earnings estimates,0.147,mock
2026-06-04T07:01:00.576984,GOOGL,GOOGL expands strategic partnership,0.7603,mock
2026-06-04T07:01:02.633273,MSFT,MSFT faces regulatory pressure,-0.4814,mock
2026-06-04T07:01:20.585218,AAPL,AAPL faces regulatory pressure,-0.4942,mock
2026-06-04T07:01:22.649487,GOOGL,GOOGL beats earnings estimates,0.3144,mock
2026-06-04T07:01:40.603137,AAPL,AAPL faces regulatory pressure,-0.2169,mock
2026-06-04T07:02:00.623338,GOOGL,GOOGL misses revenue forecast,-0.3223,mock
2026-06-04T07:02:20.631779,GOOGL,GOOGL misses revenue forecast,-0.738,mock
2026-06-04T07:02:40.616065,MSFT,MSFT misses revenue forecast,-0.3303,mock
2026-06-04T07:03:00.631786,AAPL,AAPL beats earnings estimates,0.1943,mock
2026-06-04T07:03:20.632447,AAPL,AAPL cuts forward guidance,-0.5082,mock
2026-06-04T07:03:40.649339,MSFT,MSFT announces strong guidance,0.148,mock
2026-06-04T07:04:00.663402,MSFT,MSFT announces strong guidance,0.6721,mock
2026-06-04T07:04:20.680911,GOOGL,GOOGL faces regulatory pressure,-0.9985,mock
2026-06-04T07:04:40.670638,GOOGL,GOOGL beats earnings estimates,0.0019,mock
2026-06-04T07:05:00.677195,GOOGL,GOOGL beats earnings estimates,0.5859,mock
2026-06-04T07:05:20.700603,GOOGL,GOOGL launches high-demand product,0.2606,mock
2026-06-04T07:05:40.719847,AAPL,AAPL launches high-demand product,0.7876,mock
2026-06-04T07:06:00.732037,AAPL,AAPL cuts forward guidance,-0.0523,mock
2026-06-04T07:06:20.729433,GOOGL,GOOGL cuts forward guidance,-0.0906,mock
2026-06-04T07:06:40.739147,GOOGL,GOOGL cuts forward guidance,-0.4218,mock
2026-06-04T07:07:00.768234,MSFT,MSFT cuts forward guidance,-0.1621,mock
2026-06-04T07:07:20.787451,MSFT,MSFT reports supply chain issues,-0.0209,mock
2026-06-04T07:07:40.801307,MSFT,MSFT beats earnings estimates,0.4628,mock
2026-06-04T07:08:00.823780,MSFT,MSFT cuts forward guidance,-0.6522,mock
2026-06-04T07:08:20.826101,GOOGL,GOOGL expands strategic partnership,0.2133,mock
2026-06-04T07:08:40.832722,GOOGL,GOOGL launches high-demand product,0.3116,mock
2026-06-04T07:09:00.834238,GOOGL,GOOGL launches high-demand product,0.6507,mock
2026-06-04T07:09:20.860163,GOOGL,GOOGL expands strategic partnership,0.7463,mock
2026-06-04T07:09:40.841614,MSFT,MSFT misses revenue forecast,-0.9695,mock
2026-06-04T07:10:00.848825,GOOGL,GOOGL faces regulatory pressure,-0.1234,mock
2026-06-04T07:10:20.857170,GOOGL,GOOGL launches high-demand product,0.4015,mock
2026-06-04T07:10:40.863808,MSFT,MSFT faces regulatory pressure,-0.6664,mock
2026-06-04T07:11:00.865144,AAPL,AAPL launches high-demand product,0.503,mock
2026-06-04T07:11:20.869846,AAPL,AAPL expands strategic partnership,0.6593,mock
2026-06-04T07:11:40.880206,MSFT,MSFT misses revenue forecast,-0.6866,mock
2026-06-04T07:12:00.898119,AAPL,AAPL announces strong guidance,0.6829,mock
2026-06-04T07:12:20.924378,GOOGL,GOOGL reports supply chain issues,-0.0553,mock
2026-06-04T07:12:39.969499,GOOGL,GOOGL faces regulatory pressure,-0.0608,mock
2026-06-04T07:12:40.922607,GOOGL,GOOGL cuts forward guidance,-0.5876,mock
2026-06-04T07:12:59.962084,AAPL,AAPL expands strategic partnership,0.0758,mock
2026-06-04T07:13:00.934563,MSFT,MSFT beats earnings estimates,0.0818,mock
2026-06-04T07:13:19.964562,AAPL,AAPL faces regulatory pressure,-0.8634,mock
2026-06-04T07:13:20.915252,GOOGL,GOOGL launches high-demand product,0.6421,mock
2026-06-04T07:13:39.980553,AAPL,AAPL beats earnings estimates,0.4575,mock
2026-06-04T07:13:40.928933,MSFT,MSFT beats earnings estimates,0.3475,mock
2026-06-04T07:13:59.996031,AAPL,AAPL launches high-demand product,0.2132,mock
2026-06-04T07:14:00.948278,MSFT,MSFT faces regulatory pressure,-0.8343,mock
2026-06-04T07:14:20.010881,MSFT,MSFT beats earnings estimates,0.3845,mock
2026-06-04T07:14:20.955001,GOOGL,GOOGL expands strategic partnership,0.0439,mock
2026-06-04T07:14:40.020079,MSFT,MSFT reports supply chain issues,-0.8743,mock
2026-06-04T07:14:40.961288,MSFT,MSFT launches high-demand product,0.6455,mock
2026-06-04T07:15:00.028616,MSFT,MSFT reports supply chain issues,-0.7602,mock
2026-06-04T07:15:00.978008,GOOGL,GOOGL launches high-demand product,0.9083,mock
2026-06-04T07:15:20.020125,AAPL,AAPL misses revenue forecast,-0.0317,mock
2026-06-04T07:15:20.973887,GOOGL,GOOGL cuts forward guidance,-0.3015,mock
2026-06-04T07:15:40.030772,AAPL,AAPL reports supply chain issues,-0.0278,mock
2026-06-04T07:15:41.001173,GOOGL,GOOGL beats earnings estimates,0.6394,mock
2026-06-04T07:16:00.047389,MSFT,MSFT announces strong guidance,0.9756,mock
2026-06-04T07:16:01.009482,MSFT,MSFT launches high-demand product,0.2617,mock
2026-06-04T07:16:20.048588,AAPL,AAPL beats earnings estimates,0.5812,mock
2026-06-04T07:16:21.008425,GOOGL,GOOGL reports supply chain issues,-0.5117,mock
2026-06-04T07:16:40.037960,GOOGL,GOOGL misses revenue forecast,-0.0345,mock
2026-06-04T07:16:41.017787,MSFT,MSFT faces regulatory pressure,-0.6484,mock
2026-06-04T07:17:00.061624,AAPL,AAPL expands strategic partnership,0.6589,mock
2026-06-04T07:17:01.022802,GOOGL,GOOGL expands strategic partnership,0.1767,mock
2026-06-04T07:17:20.078306,GOOGL,GOOGL cuts forward guidance,-0.491,mock
2026-06-04T07:17:21.031444,MSFT,MSFT cuts forward guidance,-0.2672,mock
2026-06-04T07:17:40.087868,MSFT,MSFT reports supply chain issues,-0.6081,mock
2026-06-04T07:17:41.023655,GOOGL,GOOGL misses revenue forecast,-0.0613,mock
2026-06-04T07:18:00.107243,MSFT,MSFT beats earnings estimates,0.9554,mock
2026-06-04T07:18:01.026037,GOOGL,GOOGL expands strategic partnership,0.1337,mock
2026-06-04T07:18:20.111110,AAPL,AAPL misses revenue forecast,-0.4141,mock
2026-06-04T07:18:21.047251,MSFT,MSFT reports supply chain issues,-0.5602,mock
2026-06-04T07:18:40.137081,MSFT,MSFT faces regulatory pressure,-0.1569,mock
2026-06-04T07:18:41.067366,MSFT,MSFT reports supply chain issues,-0.5473,mock
2026-06-04T07:19:00.156408,MSFT,MSFT beats earnings estimates,0.512,mock
2026-06-04T07:19:01.076979,MSFT,MSFT beats earnings estimates,0.7361,mock
2026-06-04T07:19:20.158445,GOOGL,GOOGL expands strategic partnership,0.7383,mock
2026-06-04T07:19:21.086742,MSFT,MSFT faces regulatory pressure,-0.2602,mock
2026-06-04T07:19:40.178999,MSFT,MSFT faces regulatory pressure,-0.1147,mock
2026-06-04T07:19:41.095947,AAPL,AAPL beats earnings estimates,0.5003,mock
2026-06-04T07:20:00.177059,GOOGL,GOOGL reports supply chain issues,-0.3549,mock
2026-06-04T07:20:01.114216,AAPL,AAPL expands strategic partnership,0.7934,mock
2026-06-04T07:20:20.195429,GOOGL,GOOGL launches high-demand product,0.813,mock
2026-06-04T07:20:21.131242,AAPL,AAPL faces regulatory pressure,-0.3277,mock
2026-06-04T07:20:40.208857,GOOGL,GOOGL expands strategic partnership,0.7969,mock
2026-06-04T07:20:41.148313,AAPL,AAPL announces strong guidance,0.481,mock
2026-06-04T07:21:00.221919,GOOGL,GOOGL launches high-demand product,0.9413,mock
2026-06-04T07:21:01.161701,GOOGL,GOOGL expands strategic partnership,0.8826,mock
2026-06-04T07:21:20.248200,MSFT,MSFT faces regulatory pressure,-0.8458,mock
2026-06-04T07:21:21.186137,MSFT,MSFT faces regulatory pressure,-0.078,mock
2026-06-04T07:21:40.257436,AAPL,AAPL announces strong guidance,0.473,mock
2026-06-04T07:21:41.177430,AAPL,AAPL launches high-demand product,0.6605,mock
2026-06-04T07:22:00.259605,AAPL,AAPL faces regulatory pressure,-0.5107,mock
2026-06-04T07:22:01.187604,GOOGL,GOOGL cuts forward guidance,-0.6133,mock
2026-06-04T07:22:20.252311,AAPL,AAPL misses revenue forecast,-0.6907,mock
2026-06-04T07:22:21.192240,AAPL,AAPL faces regulatory pressure,-0.2017,mock
2026-06-04T07:22:40.268931,GOOGL,GOOGL cuts forward guidance,-0.0345,mock
2026-06-04T07:22:41.210085,MSFT,MSFT announces strong guidance,0.9905,mock
2026-06-04T07:23:00.299976,AAPL,AAPL reports supply chain issues,-0.6065,mock
2026-06-04T07:23:01.235851,GOOGL,GOOGL faces regulatory pressure,-0.5101,mock
2026-06-04T07:23:20.307912,AAPL,AAPL beats earnings estimates,0.9097,mock
2026-06-04T07:23:21.242186,MSFT,MSFT announces strong guidance,0.7543,mock
2026-06-04T07:23:40.321397,AAPL,AAPL beats earnings estimates,0.4906,mock
2026-06-04T07:23:41.257420,AAPL,AAPL cuts forward guidance,-0.3275,mock
2026-06-04T07:24:00.331840,AAPL,AAPL expands strategic partnership,0.4598,mock
2026-06-04T07:24:01.267497,GOOGL,GOOGL misses revenue forecast,-0.5748,mock
2026-06-04T07:24:20.343804,AAPL,AAPL launches high-demand product,0.6683,mock
2026-06-04T07:24:21.277311,MSFT,MSFT announces strong guidance,0.2968,mock
2026-06-04T07:24:40.359308,MSFT,MSFT reports supply chain issues,-0.9551,mock
2026-06-04T07:24:41.274608,MSFT,MSFT launches high-demand product,0.8897,mock
2026-06-04T07:25:00.359571,MSFT,MSFT faces regulatory pressure,-0.8475,mock
2026-06-04T07:25:01.270592,GOOGL,GOOGL launches high-demand product,0.4146,mock
2026-06-04T07:25:20.360503,GOOGL,GOOGL reports supply chain issues,-0.8067,mock
2026-06-04T07:25:21.279772,AAPL,AAPL launches high-demand product,0.219,mock
2026-06-04T07:25:40.376521,MSFT,MSFT beats earnings estimates,0.8558,mock
2026-06-04T07:25:41.295808,GOOGL,GOOGL misses revenue forecast,-0.41,mock
2026-06-04T07:26:00.392569,AAPL,AAPL faces regulatory pressure,-0.1402,mock
2026-06-04T07:26:01.298436,GOOGL,GOOGL reports supply chain issues,-0.4872,mock
2026-06-04T07:26:20.407304,GOOGL,GOOGL cuts forward guidance,-0.8672,mock
2026-06-04T07:26:21.300597,GOOGL,GOOGL beats earnings estimates,0.8088,mock
2026-06-04T07:26:40.408428,AAPL,AAPL cuts forward guidance,-0.5411,mock
2026-06-04T07:26:41.318085,GOOGL,GOOGL expands strategic partnership,0.8656,mock
2026-06-04T07:27:00.435173,MSFT,MSFT expands strategic partnership,0.582,mock
2026-06-04T07:27:01.345148,AAPL,AAPL cuts forward guidance,-0.3274,mock
2026-06-04T07:27:20.444342,AAPL,AAPL cuts forward guidance,-0.2924,mock
2026-06-04T07:27:21.346501,GOOGL,GOOGL beats earnings estimates,0.2264,mock
2026-06-04T07:27:40.452838,MSFT,MSFT cuts forward guidance,-0.3425,mock
2026-06-04T07:27:41.374593,MSFT,MSFT announces strong guidance,0.1667,mock
2026-06-04T07:27:50.716958,GOOGL,GOOGL faces regulatory pressure,-0.888,mock
2026-06-04T07:28:01.363621,AAPL,AAPL cuts forward guidance,-0.612,mock
2026-06-04T07:28:10.717271,MSFT,MSFT expands strategic partnership,0.1406,mock
2026-06-04T07:28:21.387752,MSFT,MSFT faces regulatory pressure,-0.6798,mock
2026-06-04T07:28:30.721414,MSFT,MSFT cuts forward guidance,-0.4889,mock
2026-06-04T07:28:41.400770,MSFT,MSFT reports supply chain issues,-0.8255,mock
2026-06-04T07:28:51.184344,GOOGL,GOOGL cuts forward guidance,-0.4057,mock
2026-06-04T07:29:01.399606,MSFT,MSFT expands strategic partnership,0.3064,mock
2026-06-04T07:29:11.203289,AAPL,AAPL faces regulatory pressure,-0.7875,mock
2026-06-04T07:29:21.400670,MSFT,MSFT cuts forward guidance,-0.6863,mock
2026-06-04T07:29:29.026666,GOOGL,GOOGL cuts forward guidance,-0.3644,mock
2026-06-04T07:29:41.399847,MSFT,MSFT announces strong guidance,0.4777,mock
2026-06-04T07:29:49.046679,AAPL,AAPL reports supply chain issues,-0.2161,mock
2026-06-04T07:30:01.401132,MSFT,MSFT misses revenue forecast,-0.7262,mock
2026-06-04T07:30:09.049769,MSFT,MSFT misses revenue forecast,-0.4499,mock
2026-06-04T07:30:21.413795,MSFT,MSFT expands strategic partnership,0.2713,mock
2026-06-04T07:30:29.069090,MSFT,MSFT beats earnings estimates,0.3034,mock
2026-06-04T07:30:41.416533,MSFT,MSFT reports supply chain issues,-0.9104,mock
2026-06-04T07:30:49.087435,AAPL,AAPL reports supply chain issues,-0.39,mock
2026-06-04T07:31:01.431133,AAPL,AAPL announces strong guidance,0.7802,mock
2026-06-04T07:31:09.088532,GOOGL,GOOGL launches high-demand product,0.8819,mock
2026-06-04T07:31:21.445463,AAPL,AAPL launches high-demand product,0.3901,mock
2026-06-04T07:31:29.088654,MSFT,MSFT reports supply chain issues,-0.9062,mock
2026-06-04T07:31:41.446746,MSFT,MSFT faces regulatory pressure,-0.5383,mock
2026-06-04T07:31:49.110901,GOOGL,GOOGL cuts forward guidance,-0.8348,mock
2026-06-04T07:32:01.448239,MSFT,MSFT expands strategic partnership,0.8717,mock
2026-06-04T07:32:09.117179,MSFT,MSFT misses revenue forecast,-0.5478,mock
2026-06-04T07:32:21.468410,GOOGL,GOOGL launches high-demand product,0.3782,mock
2026-06-04T07:32:29.122190,GOOGL,GOOGL reports supply chain issues,-0.9025,mock
2026-06-04T07:32:41.464220,MSFT,MSFT cuts forward guidance,-0.9011,mock
2026-06-04T07:32:49.121600,AAPL,AAPL expands strategic partnership,0.2796,mock
2026-06-04T07:33:01.468226,MSFT,MSFT reports supply chain issues,-0.2509,mock
2026-06-04T07:33:09.123149,MSFT,MSFT expands strategic partnership,0.7972,mock
2026-06-04T07:33:21.476604,AAPL,AAPL announces strong guidance,0.92,mock
2026-06-04T07:33:29.141522,MSFT,MSFT launches high-demand product,0.2322,mock
2026-06-04T07:33:41.490371,MSFT,MSFT faces regulatory pressure,-0.1798,mock
2026-06-04T07:33:49.133988,GOOGL,GOOGL misses revenue forecast,-0.3771,mock
2026-06-04T07:34:01.507836,MSFT,MSFT expands strategic partnership,0.2083,mock
2026-06-04T07:34:09.148470,GOOGL,GOOGL misses revenue forecast,-0.5015,mock
2026-06-04T07:34:21.514089,AAPL,AAPL cuts forward guidance,-0.6684,mock
2026-06-04T07:34:29.163328,MSFT,MSFT beats earnings estimates,0.9022,mock
2026-06-04T07:34:41.529214,AAPL,AAPL beats earnings estimates,0.6257,mock
2026-06-04T07:34:49.184340,MSFT,MSFT misses revenue forecast,-0.226,mock
2026-06-04T07:35:01.545430,AAPL,AAPL misses revenue forecast,-0.1399,mock
2026-06-04T07:35:09.204226,MSFT,MSFT misses revenue forecast,-0.2472,mock
2026-06-04T07:35:21.540501,GOOGL,GOOGL announces strong guidance,0.7061,mock
2026-06-04T07:35:29.230691,AAPL,AAPL beats earnings estimates,0.0932,mock
2026-06-04T07:35:41.541790,MSFT,MSFT launches high-demand product,0.1837,mock
2026-06-04T07:35:49.242481,GOOGL,GOOGL expands strategic partnership,0.7257,mock
2026-06-04T07:36:01.548142,AAPL,AAPL launches high-demand product,0.1558,mock
2026-06-04T07:36:09.257384,AAPL,AAPL launches high-demand product,0.1944,mock
2026-06-04T07:36:21.558426,AAPL,AAPL announces strong guidance,0.8984,mock
2026-06-04T07:36:29.273567,MSFT,MSFT launches high-demand product,0.4203,mock
2026-06-04T07:36:41.574993,MSFT,MSFT misses revenue forecast,-0.7843,mock
2026-06-04T07:36:49.285022,AAPL,AAPL cuts forward guidance,-0.3232,mock
2026-06-04T07:37:01.582577,AAPL,AAPL cuts forward guidance,-0.521,mock
2026-06-04T07:37:09.306976,AAPL,AAPL beats earnings estimates,0.6413,mock
2026-06-04T07:37:21.604312,GOOGL,GOOGL launches high-demand product,0.3017,mock
2026-06-04T07:37:29.318651,GOOGL,GOOGL misses revenue forecast,-0.2558,mock
2026-06-04T07:37:41.619107,MSFT,MSFT beats earnings estimates,0.3527,mock
2026-06-04T07:37:49.323187,MSFT,MSFT launches high-demand product,0.2252,mock
2026-06-04T07:38:01.636026,AAPL,AAPL expands strategic partnership,0.1959,mock
2026-06-04T07:38:09.321175,AAPL,AAPL beats earnings estimates,0.0072,mock
2026-06-04T07:38:21.646599,GOOGL,GOOGL reports supply chain issues,-0.9028,mock
2026-06-04T07:38:29.323594,GOOGL,GOOGL announces strong guidance,0.7895,mock
2026-06-04T07:38:41.668194,GOOGL,GOOGL beats earnings estimates,0.4019,mock
2026-06-04T07:38:49.321085,AAPL,AAPL beats earnings estimates,0.3454,mock
2026-06-04T07:39:01.678848,GOOGL,GOOGL faces regulatory pressure,-0.5332,mock
2026-06-04T07:39:09.341155,MSFT,MSFT announces strong guidance,0.6067,mock
2026-06-04T07:39:21.699936,AAPL,AAPL misses revenue forecast,-0.7463,mock
2026-06-04T07:39:29.358834,MSFT,MSFT beats earnings estimates,0.4466,mock
2026-06-04T07:39:41.693656,AAPL,AAPL faces regulatory pressure,-0.4872,mock
2026-06-04T07:39:49.356920,MSFT,MSFT faces regulatory pressure,-0.6893,mock
2026-06-04T07:40:01.718725,AAPL,AAPL beats earnings estimates,0.318,mock
2026-06-04T07:40:09.359576,GOOGL,GOOGL reports supply chain issues,-0.3348,mock
2026-06-04T07:40:21.727981,GOOGL,GOOGL announces strong guidance,0.4809,mock
2026-06-04T07:40:29.365597,GOOGL,GOOGL cuts forward guidance,-0.8735,mock
2026-06-04T07:40:41.732378,AAPL,AAPL reports supply chain issues,-0.9636,mock
2026-06-04T07:40:49.380037,MSFT,MSFT cuts forward guidance,-0.7004,mock
2026-06-04T07:41:01.748896,GOOGL,GOOGL expands strategic partnership,0.212,mock
2026-06-04T07:41:09.396589,MSFT,MSFT cuts forward guidance,-0.2328,mock
2026-06-04T07:41:21.760681,MSFT,MSFT beats earnings estimates,0.9165,mock
2026-06-04T07:41:29.409084,GOOGL,GOOGL expands strategic partnership,0.6731,mock
2026-06-04T07:41:41.759149,MSFT,MSFT misses revenue forecast,-0.6081,mock
2026-06-04T07:41:49.438544,MSFT,MSFT misses revenue forecast,-0.6328,mock
2026-06-04T07:42:01.776667,MSFT,MSFT misses revenue forecast,-0.5372,mock
2026-06-04T07:42:09.431602,MSFT,MSFT expands strategic partnership,0.4447,mock
2026-06-04T07:42:21.795455,MSFT,MSFT expands strategic partnership,0.1095,mock
2026-06-04T07:42:29.448973,MSFT,MSFT reports supply chain issues,-0.2821,mock
2026-06-04T07:42:41.801096,GOOGL,GOOGL expands strategic partnership,0.6122,mock
2026-06-04T07:42:49.447300,AAPL,AAPL misses revenue forecast,-0.1687,mock
2026-06-04T07:43:01.822258,GOOGL,GOOGL faces regulatory pressure,-0.6596,mock
2026-06-04T07:43:09.466303,MSFT,MSFT misses revenue forecast,-0.7203,mock
2026-06-04T07:43:21.842503,AAPL,AAPL announces strong guidance,0.368,mock
2026-06-04T07:43:29.476230,MSFT,MSFT faces regulatory pressure,-0.8355,mock
2026-06-04T07:43:41.858433,MSFT,MSFT reports supply chain issues,-0.987,mock
2026-06-04T07:43:49.489832,MSFT,MSFT launches high-demand product,0.7781,mock
2026-06-04T07:44:01.870749,MSFT,MSFT faces regulatory pressure,-0.8922,mock
2026-06-04T07:44:09.504856,MSFT,MSFT announces strong guidance,0.7155,mock
2026-06-04T07:44:21.886450,MSFT,MSFT expands strategic partnership,0.8856,mock
2026-06-04T07:44:29.522280,MSFT,MSFT faces regulatory pressure,-0.0288,mock
2026-06-04T07:44:41.882516,GOOGL,GOOGL announces strong guidance,0.2745,mock
2026-06-04T07:44:49.537557,AAPL,AAPL reports supply chain issues,-0.7579,mock
2026-06-04T07:45:01.872405,AAPL,AAPL expands strategic partnership,0.272,mock
2026-06-04T07:45:09.539586,MSFT,MSFT announces strong guidance,0.0841,mock
2026-06-04T07:45:21.882048,AAPL,AAPL reports supply chain issues,-0.1054,mock
2026-06-04T07:45:29.547341,AAPL,AAPL expands strategic partnership,0.9568,mock
2026-06-04T07:45:41.893794,GOOGL,GOOGL faces regulatory pressure,-0.9424,mock
2026-06-04T07:45:49.560711,AAPL,AAPL faces regulatory pressure,-0.0666,mock
2026-06-04T07:46:01.913813,GOOGL,GOOGL launches high-demand product,0.113,mock
2026-06-04T07:46:09.568758,AAPL,AAPL beats earnings estimates,0.6965,mock
2026-06-04T07:46:21.932167,MSFT,MSFT announces strong guidance,0.3582,mock
2026-06-04T07:46:29.571114,GOOGL,GOOGL announces strong guidance,0.349,mock
2026-06-04T07:46:41.932619,GOOGL,GOOGL misses revenue forecast,-0.4985,mock
2026-06-04T07:46:49.590763,AAPL,AAPL misses revenue forecast,-0.5418,mock
2026-06-04T07:47:01.931646,AAPL,AAPL reports supply chain issues,-0.6053,mock
2026-06-04T07:47:09.590589,GOOGL,GOOGL expands strategic partnership,0.5847,mock
2026-06-04T07:47:21.939798,AAPL,AAPL announces strong guidance,0.7778,mock
2026-06-04T07:47:29.587360,AAPL,AAPL reports supply chain issues,-0.5066,mock
2026-06-04T07:47:41.959367,GOOGL,GOOGL reports supply chain issues,-0.7959,mock
2026-06-04T07:47:49.601509,AAPL,AAPL cuts forward guidance,-0.7149,mock
2026-06-04T07:48:01.983332,AAPL,AAPL reports supply chain issues,-0.3688,mock
2026-06-04T07:48:09.611333,AAPL,AAPL reports supply chain issues,-0.4218,mock
2026-06-04T07:48:21.993578,MSFT,MSFT announces strong guidance,0.3105,mock
2026-06-04T07:48:29.623268,MSFT,MSFT expands strategic partnership,0.3685,mock
2026-06-04T07:48:42.005436,GOOGL,GOOGL announces strong guidance,0.4032,mock
2026-06-04T07:48:49.640168,GOOGL,GOOGL misses revenue forecast,-0.078,mock
2026-06-04T07:49:02.017322,GOOGL,GOOGL misses revenue forecast,-0.178,mock
2026-06-04T07:49:09.644369,MSFT,MSFT beats earnings estimates,0.2064,mock
2026-06-04T07:49:22.028694,GOOGL,GOOGL faces regulatory pressure,-0.3012,mock
2026-06-04T07:49:29.663770,MSFT,MSFT expands strategic partnership,0.9161,mock
2026-06-04T07:49:42.033564,GOOGL,GOOGL misses revenue forecast,-0.7437,mock
2026-06-04T07:49:49.686324,MSFT,MSFT reports supply chain issues,-0.4697,mock
2026-06-04T07:50:02.044365,MSFT,MSFT launches high-demand product,0.0226,mock
2026-06-04T07:50:09.681251,GOOGL,GOOGL beats earnings estimates,0.7102,mock
2026-06-04T07:50:22.053422,GOOGL,GOOGL faces regulatory pressure,-0.7017,mock
2026-06-04T07:50:29.692268,AAPL,AAPL launches high-demand product,0.8584,mock
2026-06-04T07:50:42.079017,GOOGL,GOOGL reports supply chain issues,-0.9454,mock
2026-06-04T07:50:49.710344,GOOGL,GOOGL beats earnings estimates,0.3553,mock
2026-06-04T07:51:02.085988,AAPL,AAPL announces strong guidance,0.4527,mock
2026-06-04T07:51:09.717324,AAPL,AAPL launches high-demand product,0.7179,mock
2026-06-04T07:51:22.100255,AAPL,AAPL reports supply chain issues,-0.6474,mock
